Hotel Name,Original price,Price after discount,Tax,Rating,location
The Sarining Hotel,Rp 701.756,Rp 526.317,Inclusive of taxes,n/a,"Tabanan Kota, Bali"
OYO 90547 Pondok Saren Anyar,Rp 131.141,Rp 82.619,Inclusive of taxes,7.4,"Mengwi, Bali"
Matahari Guest House,Rp 200.000,Rp 170.000,Inclusive of taxes,8.1,"West Denpasar, Bali"
Ubud Raya Villa,Rp 2.250.000,Rp 1.575.000,Inclusive of taxes,9.0,"Sayan, Bali"
Three Brothers Guest House,Rp 333.334,Rp 250.000,Inclusive of taxes,9.2,"Ubud, Bali"
Akana Boutique Hotel,Rp 1.593.568,Rp 824.849,Inclusive of taxes,8.7,"Sanur, Bali"
Meruhdani Boutique Hotel Ubud,Rp 719.040,Rp 539.280,Inclusive of taxes,8.9,"Ubud, Bali"
Hotel Melamun Lovina,Rp 562.500,Rp 495.000,Inclusive of taxes,8.9,"Lovina, Bali"
Sanur Seaview Hotel,Rp 662.400,Rp 384.192,Inclusive of taxes,7.7,"Sanur, Bali"
Melia Bali The Garden Villas (ex Melia Bali Villas and Spa Resort),Rp 2.963.027,Rp 2.033.977,Inclusive of taxes,n/a,"Nusa Dua Beach, Bali"
The Mel Homestay,Rp 134.400,Rp 100.800,Inclusive of taxes,9.0,"Nusa Penida, Bali"
The Galuh Pekutatan,Rp 458.333,Rp 334.583,Inclusive of taxes,8.8,"Pekutatan, Bali"
Villa Ley Double Six by Best Deals Asia Hospitality,Rp 7.375.000,Rp 2.950.000,Inclusive of taxes,n/a,"Legian, Bali"
Samudra Boutique Hotel and Villa,Rp 240.964,Rp 180.723,Inclusive of taxes,8.0,"Kuta, Bali"
Sun Island Hotel & Spa Legian,Rp 1.639.800,Rp 918.288,Inclusive of taxes,8.5,"Legian, Bali"
Star Semabu Resort,Rp 729.000,Rp 444.690,Inclusive of taxes,8.5,"Nusa Penida, Bali"
OYO 2580 Hotel Puri Royan,Rp 307.014,Rp 153.507,Inclusive of taxes,7.4,"West Denpasar, Bali"
Jasmine Inn Nusa Penida,Rp 226.667,Rp 170.000,Inclusive of taxes,8.6,"Nusa Penida, Bali"
The Kryamaha Villas,Rp 2.903.987,Rp 1.732.499,Inclusive of taxes,8.8,"Tanah Lot, Bali"
Bubble Hotel Bali Ubud,Rp 28.899.948,Rp 21.674.961,Inclusive of taxes,7.9,"Tampaksiring, Bali"
Jasmine Inn Nusa Penida,Rp 226.667,Rp 170.000,Inclusive of taxes,8.6,"Nusa Penida, Bali"
The Kryamaha Villas,Rp 2.903.987,Rp 1.732.499,Inclusive of taxes,8.8,"Tanah Lot, Bali"
The Dukuh Retreat,Rp 1.080.000,Rp 540.000,Inclusive of taxes,9.7,"Kerambitan, Bali"
Pondok Dukuh Jati,Rp 200.000,Rp 150.000,Inclusive of taxes,8.2,"Kuta, Bali"
The Kanjeng Hotel Kuta,Rp 1.263.157,Rp 315.789,Inclusive of taxes,7.2,"Tuban, Bali"
Hotel Komune and Beach Club Bali,Rp 2.509.058,Rp 1.722.319,Inclusive of taxes,8.4,"Keramas, Bali"
Villas at The Patra Bali Resort & Villas - CHSE Certified,Rp 4.514.049,Rp 2.200.000,Inclusive of taxes,n/a,"Kuta, Bali"
The Sesari Jimbaran,Rp 367.200,Rp 275.400,Inclusive of taxes,8.2,"Jimbaran, Bali"
OYO 90576 St Tama,Rp 258.762,Rp 129.381,Inclusive of taxes,8.7,"Nusa Dua, Bali"
Uma Mani Villa,Rp 600.000,Rp 450.000,Inclusive of taxes,8.6,"Jimbaran, Bali"
The Lokha Legian Resort & Spa,Rp 1.645.600,Rp 658.240,Inclusive of taxes,8.6,"Legian, Bali"
Bayside Residence,Rp 2.399.999,Rp 1.799.999,Inclusive of taxes,n/a,"Candidasa, Bali"
Arimba at Bisma,Rp 585.000,Rp 409.500,Inclusive of taxes,7.9,"Ubud, Bali"
Hotel Oranjje,Rp 417.083,Rp 212.712,Inclusive of taxes,7.6,"South Denpasar, Bali"
Waterside Inn Nusa Penida,Rp 361.613,Rp 331.200,Inclusive of taxes,7.6,"Nusa Penida, Bali"
Alam Candi Dive Resort,Rp 840.000,Rp 630.000,Inclusive of taxes,8.6,"Candidasa, Bali"
Casa Padma Suites Bali,Rp 1.329.975,Rp 731.486,Inclusive of taxes,8.2,"Legian, Bali"
Wahyu Dana Hotel,Rp 420.000,Rp 315.000,Inclusive of taxes,8.2,"Lovina, Bali"
Prasi Sunset Bungalows,Rp 475.000,Rp 332.500,Inclusive of taxes,8.9,"Nusa Penida, Bali"
Disini Villa,Rp 4.468.461,Rp 3.067.368,Inclusive of taxes,n/a,"Seminyak, Bali"
Radha homestay,Rp 420.000,Rp 315.000,Inclusive of taxes,n/a,"Sanur, Bali"
Putu Guest House 2,Rp 735.856,Rp 576.924,Inclusive of taxes,8.5,"Canggu, Bali"
Sativa Sanur Cottages,Rp 840.000,Rp 630.000,Inclusive of taxes,8.0,"Sanur, Bali"
Grand Pondok Puri Ayu,Rp 320.000,Rp 208.000,Inclusive of taxes,8.0,"West Denpasar, Bali"
Hotel Karthi,Rp 266.333,Rp 199.750,Inclusive of taxes,8.4,"Kuta, Bali"
The Kasih Villas & Spa,Rp 3.141.763,Rp 2.544.828,Inclusive of taxes,8.8,"Seminyak, Bali"
Mason Elephant Lodge,Rp 2.514.264,Rp 2.106.000,Inclusive of taxes,8.1,"Taro, Bali"
Bali Jungle Camping,Rp 1.320.000,Rp 990.000,Inclusive of taxes,n/a,"Pupuan, Bali"
Annora Villas Sanur,Rp 5.318.774,Rp 3.173.146,Inclusive of taxes,9.2,"Sanur, Bali"
Pertiwi Resorts And Spa,Rp 990.000,Rp 594.000,Inclusive of taxes,8.5,"Monkey Forest, Bali"
Hana Kuta Beach,Rp 405.000,Rp 303.750,Inclusive of taxes,8.4,"Kuta, Bali"
Kampung 168 Jimbaran,Rp 637.192,Rp 312.224,Inclusive of taxes,8.2,"Jimbaran, Bali"
Anantara Seminyak Resort & Spa,Rp 7.850.765,Rp 5.888.074,Inclusive of taxes,8.3,"Seminyak, Bali"
Dewi Sinta Hotel and Restaurant by Wizzela,Rp 430.312,Rp 301.218,Inclusive of taxes,8.4,"Tanah Lot, Bali"
Puspa Graha Villatel,Rp 337.500,Rp 253.125,Inclusive of taxes,8.3,"Jimbaran, Bali"
New Garden View Resort,Rp 438.518,Rp 355.200,Inclusive of taxes,8.3,"Legian, Bali"
Cross Bali Breakers,Rp 4.432.612,Rp 3.324.459,Inclusive of taxes,n/a,"Jimbaran, Bali"
Villa Bebek Cottages Sanur,Rp 1.020.000,Rp 765.000,Inclusive of taxes,9.4,"Sanur, Bali"
Ozora Tiying Tutul Hostel @Canggu,Rp 120.000,Rp 90.000,Inclusive of taxes,8.1,"Canggu, Bali"
Samsara Homestay,Rp 237.039,Rp 177.779,Inclusive of taxes,9.2,"Kintamani, Bali"
Ozora Tiying Tutul Hostel @Canggu,Rp 120.000,Rp 90.000,Inclusive of taxes,8.1,"Canggu, Bali"
Samsara Homestay,Rp 237.039,Rp 177.779,Inclusive of taxes,9.2,"Kintamani, Bali"
Legian Village Hotel,Rp 918.915,Rp 339.999,Inclusive of taxes,7.6,"Legian, Bali"
Ecosfera Hotel,Rp 1.240.001,Rp 930.001,Inclusive of taxes,8.2,"Canggu, Bali"
Pelangi Bali Hotel & Spa,Rp 3.300.000,Rp 2.475.000,Inclusive of taxes,8.1,"Seminyak, Bali"
Prasana by Arjani Resorts - Uluwatu,Rp 6.742.880,Rp 4.382.872,Inclusive of taxes,8.2,"Ungasan, Bali"
Holistic Villa by Holistic group,Rp 998.667,Rp 749.000,Inclusive of taxes,n/a,"Nusa Dua, Bali"
Legian Bisma Suite,Rp 407.333,Rp 305.500,Inclusive of taxes,8.7,"Legian, Bali"
Rai House Sanur,Rp 240.000,Rp 192.000,Inclusive of taxes,8.7,"Sanur, Bali"
D'Tunjung Resort & Spa,Rp 380.000,Rp 285.000,Inclusive of taxes,8.4,"Candidasa, Bali"
Suryadina Guest House,Rp 380.000,Rp 285.000,Inclusive of taxes,8.6,"Ubud, Bali"
Batur Mountain View,Rp 666.665,Rp 499.999,Inclusive of taxes,7.7,"Kintamani, Bali"
Suarapura Resort & Spa,Rp 2.400.000,Rp 1.800.000,Inclusive of taxes,9.3,"Sebatu, Bali"
Ubud Nyuh Bali Resort & Spa,Rp 6.786.847,Rp 3.715.876,Inclusive of taxes,8.9,"Ubud, Bali"
The Wolas Villas & Spa,Rp 4.971.285,Rp 2.237.078,Inclusive of taxes,8.8,"Seminyak, Bali"
WakAsih,Rp 200.000,Rp 150.000,Inclusive of taxes,8.0,"Semarapura Kelod, Bali"
The Swaha Hotel,Rp 623.297,Rp 311.649,Inclusive of taxes,8.7,"Batubulan, Bali"
AQ-VA Hotel & Villas,Rp 953.841,Rp 614.998,Inclusive of taxes,8.6,"Legian, Bali"
OYO 90022 Puri Kramas Canggu,Rp 382.418,Rp 240.923,Inclusive of taxes,8.1,"Canggu, Bali"
Villa Ombak Kedungu,Rp 400.000,Rp 300.000,Inclusive of taxes,8.5,"Tanah Lot, Bali"
Amatara Arya Ubud,Rp 1.662.001,Rp 1.090.583,Inclusive of taxes,9.1,"Ubud, Bali"
Kupu Kupu Barong Villas and Tree Spa by L’OCCITANE,Rp 5.086.518,Rp 4.069.214,Inclusive of taxes,8.4,"Kedewatan, Bali"
Sanur Guest House,Rp 339.999,Rp 254.999,Inclusive of taxes,7.9,"Sanur, Bali"
Kubu Cempaka Seminyak,Rp 2.029.999,Rp 1.522.499,Inclusive of taxes,8.9,"Seminyak, Bali"
Kenran Resort Ubud by Soscomma,Rp 60.980.499,Rp 49.394.204,Inclusive of taxes,8.6,"Tegallalang, Bali"
Sanur Guest House,Rp 339.999,Rp 254.999,Inclusive of taxes,7.9,"Sanur, Bali"
Alam Puisi Villa,Rp 2.514.600,Rp 1.005.840,Inclusive of taxes,8.7,"Tampaksiring, Bali"
Segara Hotel and Restaurant Kintamani,Rp 440.000,Rp 330.000,Inclusive of taxes,8.0,"Kintamani, Bali"
The Garuda Villa and Restaurant,Rp 521.333,Rp 391.000,Inclusive of taxes,8.4,"Bedugul, Bali"
Honai Resort,Rp 5.200.000,Rp 1.144.000,Inclusive of taxes,8.8,"Ubud, Bali"
Abi Bali Resort Villas and Spa,Rp 3.432.800,Rp 1.716.400,Inclusive of taxes,8.5,"Jimbaran, Bali"
Beluran Serene Guesthouse,Rp 399.999,Rp 299.999,Inclusive of taxes,8.6,"Kerambitan, Bali"
Uma Emas Residence,Rp 225.904,Rp 180.723,Inclusive of taxes,7.4,"Sanur, Bali"
Kubu Indah Dive & Spa Resort,Rp 1.095.220,Rp 706.154,Inclusive of taxes,n/a,"Tulamben, Bali"
Plataran Menjangan Resort and Spa,Rp 4.356.000,Rp 3.267.000,Inclusive of taxes,8.9,"Menjangan, Bali"
The Wina Villa Canggu,Rp 5.400.000,Rp 4.050.000,Inclusive of taxes,8.7,"Canggu, Bali"
The Nyaman Bali,Rp 532.000,Rp 399.000,Inclusive of taxes,8.7,"Kuta, Bali"
Puri Surya Hotel,Rp 368.000,Rp 276.000,Inclusive of taxes,7.6,"Seririt, Bali"
Harmony Beach Suite,Rp 1.125.000,Rp 843.750,Inclusive of taxes,8.0,"Seminyak, Bali"
Aneka Lovina Villas & Spa,Rp 978.750,Rp 636.188,Inclusive of taxes,8.5,"Lovina, Bali"
Ultimate Residence Bali,Rp 556.000,Rp 254.092,Inclusive of taxes,n/a,"South Denpasar, Bali"
Wapa di Ume Resort & Spa,Rp 4.230.000,Rp 2.453.400,Inclusive of taxes,9.0,"Ubud, Bali"
Alam Pangkung Ubud,Rp 450.000,Rp 328.500,Inclusive of taxes,8.0,"Ubud, Bali"
Manyi Village Ubud,Rp 765.000,Rp 573.750,Inclusive of taxes,8.9,"Tampaksiring, Bali"
Jukung Guest House,Rp 450.000,Rp 337.500,Inclusive of taxes,8.9,"Sanur, Bali"
Kelan-Tel Bali,Rp 630.000,Rp 302.400,Inclusive of taxes,7.9,"Tuban, Bali"
Berlian Inn,Rp 305.267,Rp 228.950,Inclusive of taxes,8.2,"Poppies, Bali"
ROYAL RETREAT VILLAS LEMBONGAN,Rp 600.000,Rp 450.000,Inclusive of taxes,n/a,"Nusa Lembongan, Bali"
Batan Sabo Cottage,Rp 1.200.000,Rp 900.000,Inclusive of taxes,8.7,"Nusa Penida, Bali"
NEW Alron Hotel Kuta,Rp 424.284,Rp 296.999,Inclusive of taxes,8.4,"Kuta, Bali"
La Roja Bungalows Penida,Rp 1.078.800,Rp 809.100,Inclusive of taxes,8.9,"Nusa Penida, Bali"
Sari Bamboo Villas,Rp 3.316.500,Rp 2.984.850,Inclusive of taxes,8.5,"Sayan, Bali"
The Kirana Ungasan,Rp 1.368.745,Rp 803.249,Inclusive of taxes,8.8,"Jimbaran, Bali"
Ubud Tropical,Rp 168.000,Rp 126.000,Inclusive of taxes,8.7,"Ubud, Bali"
Lahar Mas Inn,Rp 171.000,Rp 128.250,Inclusive of taxes,7.5,"Amlapura, Bali"
Papa Sun Villas,Rp 900.000,Rp 720.000,Inclusive of taxes,9.3,"Nusa Penida, Bali"
Nomad Hub Villa Bali,Rp 450.000,Rp 292.500,Inclusive of taxes,7.9,"Umalas, Bali"
OYO 2270 Hotel Taman Wirama,Rp 186.181,Rp 117.294,Inclusive of taxes,7.8,"North Denpasar, Bali"
Bali Kuwi Hotel,Rp 235.293,Rp 176.470,Inclusive of taxes,8.3,"Negara, Bali"
Radha Phala Resort & Spa,Rp 1.516.500,Rp 909.900,Inclusive of taxes,8.9,"Ubud, Bali"
"Grand Sehati Hotel & Spa, Ubud",Rp 900.000,Rp 675.000,Inclusive of taxes,8.1,"Monkey Forest, Bali"
De Lemon Gatsu Hotel,Rp 400.000,Rp 200.000,Inclusive of taxes,8.2,"North Denpasar, Bali"
Rena Segara House,Rp 310.644,Rp 192.599,Inclusive of taxes,8.1,"Kuta, Bali"
Tanjung Sari Inn,Rp 447.059,Rp 335.294,Inclusive of taxes,8.1,"Tanjung Benoa, Bali"
OYO 3244 Grand Chandra Hotel,Rp 139.998,Rp 109.198,Inclusive of taxes,7.1,"West Denpasar, Bali"
Nirmala Hotel Denpasar,Rp 566.720,Rp 311.696,Inclusive of taxes,7.4,"West Denpasar, Bali"
Desamuda Village,Rp 2.241.000,Rp 1.456.650,Inclusive of taxes,8.9,"Seminyak, Bali"
Bali Palms Resort Candidasa,Rp 1.575.000,Rp 787.500,Inclusive of taxes,8.5,"Candidasa, Bali"
The Pavilion Hotel Kuta,Rp 306.000,Rp 275.400,Inclusive of taxes,8.4,"Kuta, Bali"
Villa Mandi Resort & Spa,Rp 5.670.000,Rp 850.500,Inclusive of taxes,n/a,"Ubud, Bali"
THE VILLAGE HOME,Rp 468.000,Rp 421.200,Inclusive of taxes,8.7,"Sanur, Bali"
Nakula Guest House,Rp 270.000,Rp 202.500,Inclusive of taxes,8.6,"Kuta, Bali"
Sanur Agung Suite,Rp 617.500,Rp 333.450,Inclusive of taxes,n/a,"Sanur, Bali"
OYO 90053 Paradise Inn,Rp 209.960,Rp 163.769,Inclusive of taxes,8.7,"Legian, Bali"
The Kayon Resort,Rp 5.040.000,Rp 3.528.000,Inclusive of taxes,9.1,"Tegallalang, Bali"
The Studio Inn Nusa Dua,Rp 540.000,Rp 405.000,Inclusive of taxes,8.0,"Nusa Dua, Bali"
OYO 1356 Gusti Residence,Rp 139.431,Rp 108.756,Inclusive of taxes,8.4,"Mengwi, Bali"
Wayan Mansion,Rp 264.000,Rp 198.000,Inclusive of taxes,8.5,"South Denpasar, Bali"
Linas Villas Nusa Penida,Rp 382.500,Rp 229.500,Inclusive of taxes,9.3,"Nusa Penida, Bali"
Villa Tangtu Beach Inn,Rp 1.260.000,Rp 315.000,Inclusive of taxes,7.7,"Sanur, Bali"
The Baladewa,Rp 306.000,Rp 149.940,Inclusive of taxes,7.7,"Ungasan, Bali"
Puri Taman Sari Resort,Rp 937.500,Rp 759.375,Inclusive of taxes,8.4,"Marga, Bali"
Aurora House Ubud,Rp 254.032,Rp 127.016,Inclusive of taxes,8.2,"Ubud, Bali"
The Unique Homestay,Rp 203.251,Rp 152.438,Inclusive of taxes,8.5,"Ubud, Bali"
Poh Manis Lembongan,Rp 801.000,Rp 400.500,Inclusive of taxes,8.6,"Nusa Lembongan, Bali"
Dukuh Sebatu Villa,Rp 733.332,Rp 549.999,Inclusive of taxes,8.6,"Sebatu, Bali"
Adhi Jaya Suite,Rp 747.040,Rp 321.227,Inclusive of taxes,8.0,"Jatiluwih, Bali"
Nakula Stay Kuta,Rp 500.000,Rp 215.000,Inclusive of taxes,8.5,"Legian, Bali"
Hikers Camp at Toya Devasya,Rp 939.255,Rp 649.999,Inclusive of taxes,8.0,"Kintamani, Bali"
GM Hotel Lovina,Rp 585.424,Rp 313.553,Inclusive of taxes,8.5,"Singaraja, Bali"
OYO 3716 Dijobi,Rp 473.704,Rp 369.489,Inclusive of taxes,8.4,"Mengwi, Bali"
Padi Bali Eco Villas,Rp 894.300,Rp 670.725,Inclusive of taxes,8.5,"Tegallalang, Bali"
Jati Hotel Negara,Rp 159.600,Rp 119.700,Inclusive of taxes,8.2,"Negara, Bali"
Bali Chaya Hotel,Rp 531.863,Rp 445.499,Inclusive of taxes,8.5,"Legian, Bali"
The Tunjung Boutique Resort,Rp 466.667,Rp 350.000,Inclusive of taxes,n/a,"Canggu, Bali"
Bali Bhuana Beach Cottage,Rp 486.982,Rp 424.999,Inclusive of taxes,9.0,"Amed, Bali"
OYO 2984 Berlian House Ungasan,Rp 264.902,Rp 166.888,Inclusive of taxes,7.8,"Ungasan, Bali"
OYO 2456 Purnama House Kuta,Rp 372.490,Rp 234.669,Inclusive of taxes,8.8,"Tuban, Bali"
The Mutiara Jimbaran Boutique Villas,Rp 4.215.671,Rp 2.107.836,Inclusive of taxes,8.6,"Jimbaran, Bali"
Hotel Ratu,Rp 310.000,Rp 232.500,Inclusive of taxes,7.8,"Negara, Bali"
Bali Dive Resort and Spa,Rp 1.232.315,Rp 910.001,Inclusive of taxes,8.9,"Tulamben, Bali"
Puri Dajuma Beach Eco Resort & Spa,Rp 5.136.208,Rp 3.081.725,Inclusive of taxes,n/a,"Pekutatan, Bali"
VIDI Boutique Hotel,Rp 741.000,Rp 518.700,Inclusive of taxes,8.8,"Jimbaran, Bali"
OYO 90363 Nira Guest House Sanur Bali,Rp 119.242,Rp 93.009,Inclusive of taxes,7.0,"South Denpasar, Bali"
Bali Breezz Hotel,Rp 1.140.000,Rp 855.000,Inclusive of taxes,8.8,"Jimbaran, Bali"
Sapta Petala,Rp 432.429,Rp 159.999,Inclusive of taxes,8.6,"Kuta, Bali"
OYO 1952 Hotel Dewata Indah,Rp 299.997,Rp 149.999,Inclusive of taxes,8.2,"North Denpasar, Bali"
Aleesha Villas,Rp 3.147.685,Rp 1.469.999,Inclusive of taxes,8.4,"Sanur, Bali"
Disini Luxury Spa Villas,Rp 3.777.777,Rp 3.060.000,Inclusive of taxes,8.7,"Seminyak, Bali"
Bali Jungle Huts,Rp 1.521.136,Rp 907.500,Inclusive of taxes,8.6,"Sebatu, Bali"
OYO 1741 Komala Indah Cottages,Rp 198.146,Rp 154.554,Inclusive of taxes,6.9,"Legian, Bali"
Maharaja Villas,Rp 4.873.500,Rp 1.462.050,Inclusive of taxes,9.1,"Kerobokan, Bali"
Mahatma Residence,Rp 438.000,Rp 328.500,Inclusive of taxes,8.1,"South Denpasar, Bali"
Bluehill Resort Tulamben,Rp 814.090,Rp 404.999,Inclusive of taxes,8.9,"Tulamben, Bali"
Sindhu Mertha Suite,Rp 4.250.000,Rp 3.187.500,Inclusive of taxes,8.0,"Sanur, Bali"
The Acala Shri Sedana,Rp 4.533.333,Rp 3.400.000,Inclusive of taxes,8.5,"Nusa Lembongan, Bali"
Beraban Beach House,Rp 4.536.000,Rp 1.134.000,Inclusive of taxes,9.2,"Selemadeg, Bali"
Draper Startup House for Entrepreneurs Bali,Rp 128.000,Rp 96.000,Inclusive of taxes,8.4,"Canggu, Bali"
Blu-Zea Resort by Double-Six,Rp 2.442.630,Rp 1.831.973,Inclusive of taxes,8.7,"Seminyak, Bali"
Aqua Octaviana Villa,Rp 630.000,Rp 504.000,Inclusive of taxes,8.2,"Umalas, Bali"
Royal Casa Ganesha Resort & Spa,Rp 1.786.000,Rp 785.840,Inclusive of taxes,8.5,"Ubud, Bali"
OYO 90817 Elite Star Tukad Badung,Rp 157.136,Rp 98.996,Inclusive of taxes,7.5,"South Denpasar, Bali"
Kira Cottages Penida,Rp 359.100,Rp 215.460,Inclusive of taxes,9.1,"Nusa Penida, Bali"
Pondok Tepi Sungai,Rp 426.000,Rp 319.500,Inclusive of taxes,8.3,"Sidemen, Bali"
Kamajaya Villas,Rp 2.700.000,Rp 1.620.000,Inclusive of taxes,8.9,"Sayan, Bali"
Matahari Bungalow,Rp 622.618,Rp 290.768,Inclusive of taxes,8.0,"Legian, Bali"
Familytel Bali,Rp 603.000,Rp 283.410,Inclusive of taxes,8.3,"Tuban, Bali"
Abia Villa Legian,Rp 3.321.464,Rp 2.280.023,Inclusive of taxes,9.2,"Legian, Bali"
Nalika Beach Resort & Restaurant,Rp 1.680.000,Rp 1.260.000,Inclusive of taxes,n/a,"Umeanyar, Bali"
OYO 2122 Puri Sanur,Rp 259.647,Rp 202.525,Inclusive of taxes,7.8,"Sanur, Bali"
The Hidden Paradise Ubud,Rp 4.084.961,Rp 1.174.062,Inclusive of taxes,8.7,"Tampaksiring, Bali"
OYO 3902 Pondok 828 Residence,Rp 258.488,Rp 162.847,Inclusive of taxes,7.4,"South Denpasar, Bali"
dedanau Hotel,Rp 1.933.335,Rp 1.450.001,Inclusive of taxes,n/a,"Bedugul, Bali"
Bali Bungalo,Rp 689.067,Rp 516.800,Inclusive of taxes,8.0,"Kuta, Bali"
Maha Lokha Balangan,Rp 846.000,Rp 507.600,Inclusive of taxes,n/a,"Jimbaran, Bali"
Ganggas Homestay,Rp 208.049,Rp 166.439,Inclusive of taxes,8.3,"Jimbaran, Bali"
Alengkong Double View,Rp 333.333,Rp 250.000,Inclusive of taxes,9.0,"Kintamani, Bali"
Green Field Hotel and Restaurant,Rp 1.867.025,Rp 1.710.000,Inclusive of taxes,8.9,"Monkey Forest, Bali"
Batu Ampar ECO Resort Menjangan,Rp 600.000,Rp 480.000,Inclusive of taxes,n/a,"Menjangan, Bali"
Pondok Sebatu Ecolodge,Rp 1.440.000,Rp 1.008.000,Inclusive of taxes,8.9,"Sebatu, Bali"
Teba House Ubud by ecommerceloka,Rp 289.080,Rp 127.195,Inclusive of taxes,8.2,"Ubud, Bali"
Bali Seascape Beach Club,Rp 1.575.000,Rp 787.500,Inclusive of taxes,8.3,"Candidasa, Bali"
Hotel Griya Ayu Inn Sanur,Rp 332.179,Rp 249.134,Inclusive of taxes,8.5,"Sanur, Bali"
Puri Mangga Sea View Boutique Resort and Spa,Rp 1.020.311,Rp 765.233,Inclusive of taxes,n/a,"Lovina, Bali"
Puri Astrani by WizZeLa,Rp 1.084.197,Rp 830.375,Inclusive of taxes,n/a,"Ubud, Bali"
Villa Puri Cili Ubud,Rp 807.500,Rp 395.675,Inclusive of taxes,7.9,"Sukawati, Bali"
Ananda Ubud Resort,Rp 1.219.500,Rp 914.625,Inclusive of taxes,8.8,"Kedewatan, Bali"
Made Giri Homestay,Rp 240.963,Rp 180.722,Inclusive of taxes,8.5,"Sanur, Bali"
Gayatri Bungalows Nusa Penida,Rp 431.100,Rp 258.660,Inclusive of taxes,8.7,"Nusa Penida, Bali"
Sea Breeze Candidasa Bali,Rp 3.040.000,Rp 2.280.000,Inclusive of taxes,8.7,"Candidasa, Bali"
Bali Taman Beach Resort & Spa Lovina,Rp 1.659.421,Rp 990.000,Inclusive of taxes,8.5,"Lovina, Bali"
The Paica,Rp 427.500,Rp 213.750,Inclusive of taxes,8.2,"West Denpasar, Bali"
Palm Beach Hotel Bali,Rp 425.000,Rp 318.750,Inclusive of taxes,8.2,"Kuta, Bali"
The Rani Garden Bed & Breakfast,Rp 652.500,Rp 261.000,Inclusive of taxes,8.5,"South Denpasar, Bali"
Three Brothers Bungalows and Villas,Rp 1.260.000,Rp 630.000,Inclusive of taxes,8.6,"Legian, Bali"
Di Uma Residence Hotel & Dormitory,Rp 101.204,Rp 75.903,Inclusive of taxes,8.3,"South Denpasar, Bali"
The VinHill Studio Bali Apartment,Rp 400.000,Rp 300.000,Inclusive of taxes,8.4,"South Denpasar, Bali"
OYO 3190 Pondok Putra Bersaudara,Rp 143.638,Rp 112.038,Inclusive of taxes,6.8,"South Denpasar, Bali"
Ayu Laba Beach Villa and Resto,Rp 566.667,Rp 425.000,Inclusive of taxes,n/a,"Nusa Penida, Bali"
Tanah Penida Bungalow,Rp 237.500,Rp 190.000,Inclusive of taxes,9.0,"Nusa Penida, Bali"
Mimi Manis Bungalow,Rp 593.300,Rp 444.975,Inclusive of taxes,8.5,"Kedewatan, Bali"
Angsoka Hotel,Rp 234.333,Rp 175.750,Inclusive of taxes,8.5,"Lovina, Bali"
OYO 90302 Wisma Damai,Rp 156.801,Rp 122.305,Inclusive of taxes,5.9,"West Denpasar, Bali"
AB Kuta Hotel,Rp 569.600,Rp 273.408,Inclusive of taxes,8.7,"Kuta, Bali"
Budhi Kuta Beach Inn,Rp 190.000,Rp 142.500,Inclusive of taxes,7.6,"Kuta, Bali"
Khalisha Villa Medewi,Rp 456.000,Rp 342.000,Inclusive of taxes,8.4,"Mendoyo, Bali"
Balangan Inn,Rp 190.000,Rp 142.500,Inclusive of taxes,7.9,"Jimbaran, Bali"
The Janan Villa,Rp 800.001,Rp 600.001,Inclusive of taxes,8.3,"Sanur, Bali"
The Payogan Villa Resort & Spa,Rp 4.230.000,Rp 2.664.900,Inclusive of taxes,8.6,"Kedewatan, Bali"
Puri Sunset Homestay,Rp 380.000,Rp 285.000,Inclusive of taxes,8.8,"Munduk, Bali"
Awan Bali House,Rp 540.000,Rp 270.000,Inclusive of taxes,8.9,"Ubud, Bali"
Coliving Bali Sweet Home Kost Lengkap di Tabanan Kota,Rp 110.400,Rp 82.800,Inclusive of taxes,8.9,"Tabanan Kota, Bali"
Purana Boutique Resort,Rp 1.500.000,Rp 1.125.000,Inclusive of taxes,9.2,"Ubud, Bali"
Hotel Kumala Pantai,Rp 1.457.592,Rp 1.000.585,Inclusive of taxes,8.7,"Legian, Bali"
Klumpu Bali Resort,Rp 2.719.702,Rp 2.254.000,Inclusive of taxes,8.8,"Sanur, Bali"
WK Gamat Garden by WizZeLa,Rp 430.312,Rp 258.187,Inclusive of taxes,8.6,"Nusa Penida, Bali"
Kali Unda Cottage,Rp 400.000,Rp 300.000,Inclusive of taxes,7.0,"Semarapura Kelod, Bali"
Svarna Hotel Sanur,Rp 420.000,Rp 315.000,Inclusive of taxes,7.6,"Sanur, Bali"
Ubud Padi Villas,Rp 3.872.000,Rp 2.904.000,Inclusive of taxes,9.0,"Kedewatan, Bali"
OYO 3307 Ayudia Residence,Rp 270.045,Rp 170.128,Inclusive of taxes,8.2,"North Denpasar, Bali"
Jungut Guest House,Rp 259.258,Rp 129.629,Inclusive of taxes,n/a,"Ubud, Bali"
Apple Suite,Rp 978.599,Rp 733.949,Inclusive of taxes,8.1,"Kerobokan, Bali"
Kuta Sari House,Rp 450.000,Rp 202.500,Inclusive of taxes,8.2,"Kuta, Bali"
Serela Kuta by KAGUM Hotels,Rp 355.500,Rp 302.175,Inclusive of taxes,8.3,"Kuta, Bali"
SEAHOUSE BALI INDAH BEACH INN,Rp 450.000,Rp 292.500,Inclusive of taxes,9.0,"Legian, Bali"
